Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
6.759,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.424,0.37,1.0,-4.0,3.451,6.775
6.759,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.46,0.19,1.0,-4.0,3.451,6.775
6.759,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.314,0.0,1.0,-4.0,3.451,6.775
6.759,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.4,0.24,1.0,-4.0,3.451,6.775
6.759,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.407,-0.6,1.0,-4.0,3.451,6.775
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.591,-0.13,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.518,-0.01,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.604,-0.13,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.659,1.17,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.639,-1.15,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.571,0.32,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.634,0.2,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.659,-0.78,1.0,-4.0,3.451,6.802
6.759,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.504,0.51,1.0,-4.0,3.451,6.802
6.759,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.766,0.2,1.0,-4.0,3.451,6.83
6.759,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.756,-0.17,1.0,-4.0,3.451,6.83
6.759,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.851,-0.36,1.0,-4.0,3.451,6.83
6.759,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.787,-0.12,1.0,-4.0,3.451,6.83
6.759,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.785,-0.17,1.0,-4.0,3.451,6.83
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.059,-0.7,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.148,0.5,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.001,-0.66,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.17,-0.58,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.025,0.02,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.069,-0.47,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.18,0.42,1.0,-4.0,3.451,7.597
6.759,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.005,0.06,1.0,-4.0,3.451,7.597
6.759,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.356,0.19,1.0,-4.0,3.451,7.628
6.759,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.21,0.65,1.0,-4.0,3.451,7.628
6.759,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.393,0.67,1.0,-4.0,3.451,7.628
6.759,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.387,-0.24,1.0,-4.0,3.451,7.628
6.759,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.265,0.34,1.0,-4.0,3.451,7.628
6.759,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.354,0.32,1.0,-4.0,3.451,7.628
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.512,-0.65,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.523,-0.82,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.521,-0.28,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.661,0.31,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.582,0.31,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.522,0.27,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.563,0.18,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.571,-0.45,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.54,-0.05,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.611,-0.34,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.693,-0.34,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.65,-0.06,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.695,-0.57,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.652,-0.18,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.632,-0.52,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.667,0.06,1.0,-4.0,3.451,7.66
6.759,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.576,0.76,1.0,-4.0,3.451,7.66
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.996,0.21,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.982,-0.68,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.995,-0.98,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.924,-0.3,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.92,0.04,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.942,0.51,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.96,0.04,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.973,-0.63,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.933,0.45,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.947,0.09,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.983,-0.62,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.906,-0.37,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.94,-0.54,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.962,-0.21,1.0,-4.0,3.451,7.69
6.759,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.965,0.27,1.0,-4.0,3.451,7.69
7.259,7.9,5.0,6.7,3.62,4.63,5.0,0.66,2.421,2.25,2.897,6.226,25.634,0.45,1.0,-4.0,3.451,6.562
7.259,7.7,5.0,6.7,3.626,4.63,6.0,0.68,2.405,2.23,2.832,6.12,25.5,0.38,1.0,-4.0,3.451,6.393
7.259,6.7,5.0,6.4,3.664,4.59,4.0,0.78,2.317,2.201,2.581,5.703,24.505,0.73,1.0,-4.0,3.451,5.595
7.259,6.2,5.0,6.2,3.687,4.58,5.0,0.83,2.111,1.733,2.391,5.376,23.955,0.11,1.0,-4.0,3.451,5.29
7.259,5.9,5.0,6.1,3.701,4.55,6.0,0.86,2.072,1.688,2.346,5.208,23.699,0.4,1.0,-4.0,3.451,5.055
7.259,5.1,5.0,5.6,3.745,4.44,6.0,0.94,1.87,1.276,2.197,4.773,22.767,0.41,1.0,-4.0,3.451,4.383
7.259,4.8,5.0,5.3,3.76,4.43,5.0,1.01,1.818,1.207,2.143,4.614,22.545,0.53,1.0,-4.0,3.451,4.147
7.259,4.1,5.0,4.8,3.78,4.33,5.0,1.14,1.781,1.203,2.074,4.451,21.951,0.77,1.0,-4.0,3.451,3.51
7.259,2.7,5.0,3.9,3.87,4.26,2.0,1.58,1.431,0.995,1.711,3.677,20.448,0.44,1.0,-4.0,3.451,2.397
7.259,2.4,4.0,4.5,3.83,3.98,3.0,1.59,1.562,0.989,1.859,3.932,20.13,0.5,1.0,-4.0,3.451,2.011
7.259,8.2,5.0,6.7,3.631,4.77,8.0,0.56,2.29,1.781,2.782,5.9,25.898,-0.87,1.0,-4.0,3.451,7.513
7.259,7.2,5.0,6.37,3.674,4.71,8.0,0.63,2.105,1.626,2.429,5.503,24.934,-0.58,1.0,-4.0,3.451,6.779
7.259,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.93,1.219,2.293,5.148,24.303,-0.81,1.0,-4.0,3.451,6.31
7.259,6.4,5.0,5.93,3.716,4.66,8.0,0.7,1.898,1.208,2.273,5.066,24.238,-0.48,1.0,-4.0,3.451,6.148
7.259,6.2,5.0,5.75,3.726,4.65,8.0,0.71,1.819,0.972,2.238,4.974,24.015,-0.98,1.0,-4.0,3.451,5.982
7.259,5.6,5.0,5.28,3.755,4.58,8.0,0.77,1.67,0.725,2.146,4.699,23.354,-1.27,1.0,-4.0,3.451,5.457
7.259,5.6,5.0,5.28,3.755,4.58,8.0,0.77,1.725,0.889,2.142,4.685,23.438,-0.51,1.0,-4.0,3.451,5.457
7.259,5.4,5.0,5.15,3.763,4.55,8.0,0.79,1.67,0.775,2.11,4.623,23.215,-0.81,1.0,-4.0,3.451,5.272
7.259,5.0,5.0,4.95,3.777,4.48,8.0,0.82,1.625,0.758,2.056,4.526,22.809,-0.74,1.0,-4.0,3.451,4.893
7.259,5.0,5.0,4.95,3.777,4.48,8.0,0.82,1.606,0.703,2.058,4.538,22.734,-1.06,1.0,-4.0,3.451,4.893
7.259,4.8,5.0,4.87,3.783,4.43,8.0,0.84,1.578,0.676,2.039,4.494,22.548,-1.29,1.0,-4.0,3.451,4.698
7.259,4.0,5.0,4.73,3.793,4.18,8.0,0.9,1.556,0.722,1.997,4.382,21.821,-1.03,1.0,-4.0,3.451,3.911
7.259,3.6,4.0,4.69,3.777,3.97,8.0,0.92,1.63,0.796,2.056,4.519,21.432,-0.6,1.0,-4.0,3.451,3.507
7.259,6.2,5.0,5.49,3.742,4.7,9.0,0.65,1.668,0.639,2.209,4.845,23.912,-2.58,1.0,-4.0,3.451,6.042
7.259,0.8,3.0,6.1,3.659,2.23,10.0,1.06,2.328,2.066,2.5,5.633,18.593,0.19,1.0,-4.0,3.451,0.47
7.259,0.8,3.0,6.1,3.656,2.21,10.0,1.06,2.349,2.108,2.524,5.675,18.467,-0.19,1.0,-4.0,3.451,0.46
7.259,1.1,3.0,6.2,3.638,2.32,10.0,1.06,2.39,2.225,2.671,5.905,18.822,0.33,1.0,-4.0,3.451,0.705
7.259,2.4,3.0,6.1,3.664,3.01,10.0,1.05,2.256,1.932,2.469,5.578,20.106,-0.28,1.0,-4.0,3.451,2.18
7.259,3.1,3.0,6.0,3.674,3.36,10.0,1.05,2.199,1.84,2.41,5.468,20.878,-0.5,1.0,-4.0,3.451,2.94
7.259,3.4,3.0,6.0,3.677,3.5,10.0,1.05,2.175,1.797,2.395,5.432,21.116,-0.45,1.0,-4.0,3.451,3.277
7.259,3.5,3.0,6.0,3.678,3.54,10.0,1.05,2.165,1.775,2.39,5.416,21.182,-0.02,1.0,-4.0,3.451,3.362
7.259,3.6,3.0,6.0,3.679,3.58,10.0,1.04,2.157,1.759,2.386,5.404,21.32,1.01,1.0,-4.0,3.451,3.445
7.259,3.6,3.0,5.8,3.681,3.62,10.0,1.04,2.147,1.739,2.381,5.387,21.267,-0.91,1.0,-4.0,3.451,3.53
7.259,3.9,4.0,5.6,3.712,3.89,10.0,1.04,1.99,1.428,2.289,5.096,21.637,0.52,1.0,-4.0,3.451,3.892
7.259,3.9,4.0,5.6,3.712,3.89,10.0,1.04,1.99,1.428,2.289,5.096,21.737,0.42,1.0,-4.0,3.451,3.892
7.259,3.8,4.0,5.3,3.731,3.96,10.0,1.03,1.893,1.251,2.235,4.915,21.458,0.42,1.0,-4.0,3.451,3.878
7.259,3.8,4.0,5.3,3.734,3.97,10.0,1.03,1.879,1.228,2.227,4.885,21.557,0.85,1.0,-4.0,3.451,3.875
7.259,3.8,4.0,5.2,3.743,4.02,10.0,1.03,1.839,1.159,2.198,4.794,21.623,0.31,1.0,-4.0,3.451,3.902
7.259,3.8,4.0,5.1,3.745,4.03,10.0,1.02,1.827,1.139,2.188,4.769,21.585,0.11,1.0,-4.0,3.451,3.92
7.259,3.8,4.0,5.1,3.745,4.03,10.0,1.02,1.827,1.139,2.188,4.769,21.477,0.19,1.0,-4.0,3.451,3.92
7.259,3.8,4.0,5.1,3.748,4.05,10.0,1.02,1.811,1.113,2.174,4.735,21.509,0.1,1.0,-4.0,3.451,3.935
7.259,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.849,0.27,1.0,-4.0,3.451,4.043
7.259,4.1,4.0,6.0,3.759,4.15,10.0,1.0,1.765,1.04,2.131,4.622,21.803,0.27,1.0,-4.0,3.451,4.082
7.259,4.1,4.0,6.0,3.76,4.16,10.0,1.0,1.763,1.037,2.129,4.618,21.774,-0.44,1.0,-4.0,3.451,4.102
7.259,4.1,4.0,6.0,3.76,4.16,10.0,1.0,1.763,1.037,2.129,4.618,21.912,-0.6,1.0,-4.0,3.451,4.102
7.259,4.1,4.0,6.0,3.76,4.16,10.0,1.0,1.763,1.037,2.129,4.618,21.87,0.29,1.0,-4.0,3.451,4.102
7.259,4.2,4.0,5.2,3.743,4.22,10.0,0.99,1.763,1.037,2.128,4.619,21.953,0.47,1.0,-4.0,3.451,4.535
7.259,4.2,4.0,5.1,3.744,4.24,10.0,0.99,1.76,1.034,2.125,4.615,21.978,0.34,1.0,-4.0,3.451,4.57
7.259,4.2,4.0,5.1,3.744,4.26,10.0,0.99,1.758,1.032,2.123,4.613,21.897,-0.55,1.0,-4.0,3.451,4.605
7.259,4.2,4.0,5.1,3.744,4.26,10.0,0.99,1.758,1.032,2.123,4.613,22.028,0.19,1.0,-4.0,3.451,4.605
7.259,4.3,5.0,5.5,3.745,4.29,10.0,0.98,1.759,1.034,2.125,4.617,21.99,0.23,1.0,-4.0,3.451,4.688
7.259,4.4,5.0,5.5,3.745,4.31,10.0,0.98,1.764,1.04,2.13,4.626,22.171,0.19,1.0,-4.0,3.451,4.733
7.259,4.4,5.0,5.5,3.745,4.32,10.0,0.98,1.768,1.045,2.134,4.634,22.126,-0.18,1.0,-4.0,3.451,4.755
7.259,4.4,5.0,5.5,3.745,4.34,10.0,0.98,1.773,1.051,2.139,4.643,22.242,0.4,1.0,-4.0,3.451,4.798
7.259,4.4,5.0,5.5,3.745,4.34,10.0,0.98,1.774,1.053,2.14,4.645,22.121,-0.65,1.0,-4.0,3.451,4.81
7.259,4.4,5.0,5.5,3.745,4.34,10.0,0.98,1.774,1.053,2.14,4.645,22.124,0.44,1.0,-4.0,3.451,4.81
7.259,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,22.292,-0.61,1.0,-4.0,3.451,4.855
7.259,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,22.281,0.26,1.0,-4.0,3.451,4.855
7.259,4.5,5.0,5.5,3.745,4.37,10.0,0.97,1.781,1.064,2.147,4.663,22.352,-0.3,1.0,-4.0,3.451,4.878
7.259,4.5,5.0,5.5,3.745,4.37,10.0,0.97,1.781,1.064,2.147,4.663,22.182,0.31,1.0,-4.0,3.451,4.878
7.259,4.6,5.0,5.5,3.744,4.37,10.0,0.96,1.782,1.065,2.147,4.666,22.279,0.12,1.0,-4.0,3.451,4.895
7.259,4.6,5.0,5.5,3.744,4.37,10.0,0.96,1.782,1.065,2.147,4.666,22.304,-0.26,1.0,-4.0,3.451,4.895
7.259,4.6,5.0,5.5,3.744,4.38,10.0,0.96,1.781,1.066,2.147,4.668,22.405,0.0,1.0,-4.0,3.451,4.918
7.259,4.7,5.0,5.5,3.744,4.4,10.0,0.95,1.783,1.07,2.148,4.676,22.444,0.14,1.0,-4.0,3.451,4.963
7.259,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.623,0.11,1.0,-4.0,3.451,4.98
7.259,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.469,-0.29,1.0,-4.0,3.451,4.98
7.259,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.603,-0.06,1.0,-4.0,3.451,4.98
7.259,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.635,0.16,1.0,-4.0,3.451,5.003
7.259,4.9,5.0,5.5,3.742,4.42,10.0,0.93,1.806,1.11,2.171,4.733,22.626,0.53,1.0,-4.0,3.451,5.043
7.259,5.0,5.0,5.5,3.742,4.43,10.0,0.92,1.813,1.121,2.178,4.748,22.661,-0.04,1.0,-4.0,3.451,5.065
7.259,5.0,5.0,5.5,3.742,4.43,10.0,0.92,1.813,1.121,2.178,4.748,22.752,0.34,1.0,-4.0,3.451,5.065
7.259,5.0,5.0,5.5,3.742,4.43,10.0,0.92,1.813,1.121,2.178,4.748,22.732,0.35,1.0,-4.0,3.451,5.065
7.259,5.0,5.0,5.5,3.742,4.43,10.0,0.92,1.813,1.121,2.178,4.748,22.793,-0.59,1.0,-4.0,3.451,5.065
7.259,5.0,5.0,5.6,3.741,4.44,10.0,0.91,1.824,1.142,2.188,4.773,22.839,-0.38,1.0,-4.0,3.451,5.085
7.259,5.0,5.0,5.6,3.741,4.44,10.0,0.91,1.824,1.142,2.188,4.773,22.672,0.05,1.0,-4.0,3.451,5.085
7.259,5.0,5.0,5.6,3.741,4.44,10.0,0.91,1.824,1.142,2.188,4.773,22.831,-0.72,1.0,-4.0,3.451,5.085
7.259,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.796,0.2,1.0,-4.0,3.451,5.105
7.259,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.899,0.0,1.0,-4.0,3.451,5.105
7.259,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.803,0.4,1.0,-4.0,3.451,5.105
7.259,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.931,0.01,1.0,-4.0,3.451,5.105
7.259,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.917,-0.44,1.0,-4.0,3.451,5.105
7.259,5.2,5.0,5.6,3.74,4.45,10.0,0.9,1.847,1.184,2.209,4.822,22.869,0.66,1.0,-4.0,3.451,5.125
7.259,5.2,5.0,6.1,3.711,4.49,10.0,0.9,1.854,1.196,2.214,4.836,22.978,0.34,1.0,-4.0,3.451,5.65
7.259,5.2,5.0,6.1,3.711,4.49,10.0,0.9,1.854,1.196,2.214,4.836,23.032,-0.08,1.0,-4.0,3.451,5.65
7.259,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,23.074,0.33,1.0,-4.0,3.451,5.675
7.259,5.3,5.0,6.1,3.709,4.5,10.0,0.89,1.868,1.22,2.225,4.872,23.073,-0.84,1.0,-4.0,3.451,5.7
7.259,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,23.213,-0.38,1.0,-4.0,3.451,5.722
7.259,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,23.099,-0.04,1.0,-4.0,3.451,5.722
7.259,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,23.067,0.28,1.0,-4.0,3.451,5.722
7.259,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,23.142,-1.24,1.0,-4.0,3.451,5.722
7.259,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,23.061,-0.01,1.0,-4.0,3.451,5.747
7.259,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,23.179,-0.63,1.0,-4.0,3.451,5.747
7.259,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,23.08,0.52,1.0,-4.0,3.451,5.747
7.259,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,23.216,1.16,1.0,-4.0,3.451,5.747
7.259,5.5,5.0,6.1,3.706,4.52,10.0,0.87,1.889,1.258,2.24,4.925,23.218,0.26,1.0,-4.0,3.451,5.77
7.259,5.5,5.0,6.1,3.706,4.52,10.0,0.87,1.889,1.258,2.24,4.925,23.287,-0.43,1.0,-4.0,3.451,5.77
7.259,5.6,5.0,6.1,3.704,4.53,10.0,0.86,1.907,1.29,2.252,4.965,23.326,0.34,1.0,-4.0,3.451,5.818
7.259,5.6,5.0,6.1,3.704,4.53,10.0,0.86,1.907,1.29,2.252,4.965,23.266,0.37,1.0,-4.0,3.451,5.818
7.259,5.6,5.0,6.1,3.704,4.53,10.0,0.86,1.907,1.29,2.252,4.965,23.308,-0.3,1.0,-4.0,3.451,5.818
7.259,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.331,-0.53,1.0,-4.0,3.451,5.843
7.259,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.45,0.38,1.0,-4.0,3.451,5.843
7.259,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.328,0.1,1.0,-4.0,3.451,5.843
7.259,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.404,-0.24,1.0,-4.0,3.451,5.843
7.259,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.39,0.17,1.0,-4.0,3.451,5.865
7.259,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.519,0.0,1.0,-4.0,3.451,5.865
7.259,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.434,-0.16,1.0,-4.0,3.451,5.865
7.259,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.433,0.02,1.0,-4.0,3.451,5.865
7.259,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.576,-0.27,1.0,-4.0,3.451,5.912
7.259,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.464,0.88,1.0,-4.0,3.451,5.912
7.259,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.571,0.19,1.0,-4.0,3.451,5.912
7.259,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.548,-0.49,1.0,-4.0,3.451,5.912
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.699,-0.89,1.0,-4.0,3.451,5.935
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.71,-0.04,1.0,-4.0,3.451,5.935
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.708,-0.34,1.0,-4.0,3.451,5.935
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.705,-1.24,1.0,-4.0,3.451,5.935
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.618,-0.01,1.0,-4.0,3.451,5.935
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.653,-0.28,1.0,-4.0,3.451,5.935
7.259,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.589,-0.13,1.0,-4.0,3.451,5.935
7.259,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.671,0.18,1.0,-4.0,3.451,5.96
7.259,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.738,0.6,1.0,-4.0,3.451,5.96
7.259,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.838,-0.67,1.0,-4.0,3.451,5.96
7.259,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.95,0.39,1.0,-4.0,3.451,5.98
7.259,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.909,0.44,1.0,-4.0,3.451,5.98
7.259,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.94,-0.04,1.0,-4.0,3.451,5.98
