Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,mul,mub,Vr,UU,VV,WW,[Fe/H],l,b,Av,Mbol
31.085,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.761,0.152,0.854,2.019,24.222,0.189,-0.039,17.76,39.93,-281.06,-14.49,-1.28,200.0,59.0,0.006,6.561
31.095,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.533,-0.244,0.747,1.672,23.567,0.078,-0.035,123.19,-61.28,-144.83,79.35,-2.04,200.0,59.0,0.006,5.856
31.125,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.857,0.276,0.915,2.191,24.673,0.111,-0.003,34.41,35.47,-161.32,27.01,-1.61,200.0,59.0,0.006,6.893
31.155,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.793,0.119,0.884,2.082,24.454,0.168,-0.258,239.33,-337.13,-387.25,9.28,-1.83,200.0,59.0,0.006,6.729
31.195,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.694,0.099,0.808,1.852,23.922,0.064,0.104,-43.82,177.67,-36.01,41.79,-0.82,200.0,59.0,0.006,6.219
31.195,3.8,4.0,4.34,3.809,4.12,9.0,0.8,0.382,-0.23,0.527,1.177,21.305,0.083,-0.047,98.97,-61.87,-153.13,49.06,-2.38,200.0,59.0,0.006,3.707
31.225,3.4,4.0,4.63,3.782,3.85,9.0,0.81,0.442,-0.221,0.622,1.435,20.931,0.204,0.066,-75.09,218.69,-241.79,-13.82,-1.77,200.0,59.0,0.006,3.299
31.275,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.96,0.462,1.003,2.399,25.073,0.056,-0.155,300.49,-302.41,-198.28,139.07,-1.59,200.0,59.0,0.006,7.215
31.275,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.877,0.15,0.967,2.254,24.96,0.186,-0.06,45.83,-0.15,-293.25,-6.88,-2.79,200.0,59.0,0.006,7.055
31.275,5.2,5.0,4.82,3.786,4.54,9.0,0.74,0.431,-0.285,0.617,1.418,22.745,0.063,-0.009,81.22,-17.73,-106.54,62.86,-2.33,200.0,59.0,0.006,5.08
31.295,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.069,0.755,1.102,2.641,25.4,0.001,-0.183,133.94,-282.97,-104.32,-24.95,-0.98,200.0,59.0,0.006,7.533
31.295,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.479,-0.222,0.64,1.47,22.801,0.192,-0.199,69.46,-173.49,-365.98,-92.13,-1.34,200.0,59.0,0.006,5.275
31.315,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.116,0.748,1.262,2.712,25.946,0.111,-0.181,124.62,-219.9,-256.02,-31.39,-1.2,200.0,59.0,0.006,7.856
31.325,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.617,-0.157,0.818,1.859,23.814,0.165,0.043,-34.14,151.86,-204.8,3.83,-2.14,200.0,59.0,0.006,6.219
31.345,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.79,0.29,0.86,2.03,24.305,0.231,-0.023,-40.8,109.48,-325.29,-52.63,-0.77,200.0,59.0,0.006,6.561
31.345,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.552,-0.253,0.79,1.773,23.622,0.171,-0.097,1.54,-30.18,-280.66,-72.93,-2.72,200.0,59.0,0.006,6.042
31.345,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.486,-0.312,0.714,1.602,23.193,0.15,-0.015,71.62,23.25,-229.1,49.6,-2.76,200.0,59.0,0.006,5.664
31.375,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.598,-0.064,0.736,1.648,23.393,0.134,0.005,-91.42,118.07,-169.54,-74.84,-0.87,200.0,59.0,0.006,5.856
31.395,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.763,0.161,0.854,2.02,24.365,0.107,-0.077,-38.32,-18.79,-176.23,-91.53,-1.24,200.0,59.0,0.006,6.561
31.425,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.746,0.079,0.856,2.013,24.202,0.046,0.01,29.88,20.83,-64.56,33.35,-1.58,200.0,59.0,0.006,6.561
31.425,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.383,-0.22,0.516,1.148,21.705,0.173,-0.071,123.06,-56.96,-294.17,50.95,-1.83,200.0,59.0,0.006,4.102
31.435,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.083,0.674,1.182,2.656,25.771,0.141,0.003,95.62,28.8,-213.0,84.04,-1.37,200.0,59.0,0.006,7.693
31.455,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.11,0.714,1.262,2.7,25.98,0.114,-0.024,57.43,1.55,-180.74,30.73,-1.32,200.0,59.0,0.006,7.856
31.455,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.603,-0.118,0.777,1.75,23.697,0.071,-0.052,-33.86,-10.33,-116.48,-69.28,-1.43,200.0,59.0,0.006,6.042
31.495,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.507,-0.143,0.634,1.449,22.799,0.233,-0.133,77.94,-78.85,-398.25,-35.44,-0.8,200.0,59.0,0.006,5.275
31.545,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.599,-0.134,0.777,1.75,23.791,0.231,-0.184,150.49,-176.47,-431.69,-12.79,-1.51,200.0,59.0,0.006,6.042
31.565,3.8,4.0,4.34,3.809,4.12,9.0,0.8,0.397,-0.172,0.52,1.151,21.335,0.092,-0.175,15.69,-171.1,-209.41,-121.34,-1.26,200.0,59.0,0.006,3.707
31.575,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.591,-0.222,0.823,1.871,23.882,0.126,-0.112,52.8,-95.69,-236.14,-40.96,-3.01,200.0,59.0,0.006,6.219
31.615,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.073,0.597,1.182,2.634,25.669,0.136,-0.004,-42.03,84.85,-185.68,-39.29,-1.67,200.0,59.0,0.006,7.693
31.615,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.444,-0.32,0.645,1.498,22.887,0.151,0.007,10.28,80.94,-210.89,14.35,-2.97,200.0,59.0,0.006,5.275
31.625,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.717,0.078,0.83,1.946,24.042,0.232,-0.009,114.0,52.9,-351.23,90.68,-1.18,200.0,59.0,0.006,6.392
31.645,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.566,-0.214,0.787,1.764,23.754,0.212,-0.14,52.77,-85.73,-369.04,-62.69,-2.15,200.0,59.0,0.006,6.042
31.675,3.4,4.0,4.63,3.782,3.85,9.0,0.81,0.439,-0.226,0.623,1.438,20.875,0.097,-0.081,36.68,-66.02,-178.28,-31.12,-1.86,200.0,59.0,0.006,3.299
31.715,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.591,-0.084,0.736,1.649,23.46,0.281,0.021,86.93,127.65,-402.78,90.71,-0.95,200.0,59.0,0.006,5.856
31.755,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.072,0.766,1.102,2.644,25.601,0.286,0.054,13.18,206.45,-383.45,53.14,-0.95,200.0,59.0,0.006,7.533
31.765,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.581,-0.113,0.737,1.652,23.604,0.149,-0.047,-144.21,89.31,-205.79,-160.1,-1.1,200.0,59.0,0.006,5.856
31.775,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.09,0.72,1.182,2.672,25.804,0.164,-0.123,133.95,-129.03,-310.55,19.6,-1.21,200.0,59.0,0.006,7.693
31.825,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.959,0.45,1.004,2.395,25.03,0.169,-0.098,-29.32,-17.45,-276.92,-100.97,-1.63,200.0,59.0,0.006,7.215
31.825,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.69,-0.025,0.834,1.943,24.099,0.162,-0.16,-106.49,-58.94,-280.78,-215.21,-1.66,200.0,59.0,0.006,6.392
31.835,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.07,0.565,1.182,2.627,25.64,0.188,-0.058,128.4,-36.07,-314.26,64.84,-1.81,200.0,59.0,0.006,7.693
31.845,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.424,-0.253,0.593,1.35,22.552,0.199,0.026,145.14,63.8,-296.28,144.46,-1.85,200.0,59.0,0.006,4.885
31.865,4.4,5.0,4.52,3.808,4.34,9.0,0.78,0.406,-0.179,0.527,1.164,22.008,-0.001,-0.023,-0.58,-28.07,-8.99,-18.37,-1.14,200.0,59.0,0.006,4.299
31.875,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.9,0.263,0.958,2.273,24.841,0.23,0.086,-51.35,248.12,-279.45,22.76,-2.11,200.0,59.0,0.006,7.055
31.895,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.614,-0.165,0.819,1.86,23.976,0.061,-0.07,0.25,-53.53,-118.3,-54.24,-2.22,200.0,59.0,0.006,6.219
31.895,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.546,-0.21,0.743,1.664,23.551,0.087,-0.069,36.53,-56.8,-160.61,-22.46,-1.74,200.0,59.0,0.006,5.856
31.905,5.6,5.0,5.05,3.77,4.61,9.0,0.7,0.533,-0.13,0.665,1.504,23.147,0.166,-0.04,-9.51,41.52,-251.79,-39.4,-0.83,200.0,59.0,0.006,5.47
31.915,5.6,5.0,5.05,3.77,4.61,9.0,0.7,0.476,-0.278,0.676,1.538,23.108,0.127,-0.076,11.66,-33.19,-215.93,-49.51,-2.0,200.0,59.0,0.006,5.47
31.975,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.084,0.518,1.262,2.655,25.871,0.181,-0.013,163.62,-1.31,-291.83,130.18,-2.15,200.0,59.0,0.006,7.856
31.975,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.737,0.038,0.859,2.011,24.339,0.082,0.057,-13.04,117.68,-88.74,32.99,-1.78,200.0,59.0,0.006,6.561
31.985,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.936,0.247,1.014,2.344,25.19,0.252,-0.158,32.75,-77.49,-434.95,-94.93,-2.59,200.0,59.0,0.006,7.215
31.995,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.619,-0.151,0.817,1.859,23.885,0.063,-0.12,-21.93,-103.3,-139.6,-112.6,-2.08,200.0,59.0,0.006,6.219
32.015,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.567,-0.211,0.787,1.763,23.797,0.119,-0.044,77.89,-30.22,-202.79,32.13,-2.11,200.0,59.0,0.006,6.042
32.035,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.043,0.538,1.102,2.567,25.455,0.152,0.008,-43.65,110.33,-205.84,-30.93,-1.77,200.0,59.0,0.006,7.533
32.045,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.868,0.36,0.915,2.205,24.679,0.059,-0.019,-65.05,38.27,-81.35,-70.99,-1.3,200.0,59.0,0.006,6.893
32.055,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.063,0.501,1.182,2.606,25.742,0.231,-0.057,102.8,1.06,-373.82,43.7,-2.09,200.0,59.0,0.006,7.693
32.065,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.006,0.532,1.07,2.5,25.334,0.109,-0.022,-88.14,72.99,-150.47,-92.55,-1.56,200.0,59.0,0.006,7.374
32.075,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.546,-0.209,0.743,1.664,23.455,0.216,0.025,-97.87,190.62,-279.31,-63.96,-1.74,200.0,59.0,0.006,5.856
32.075,4.6,5.0,4.58,3.803,4.39,9.0,0.77,0.399,-0.247,0.552,1.239,22.164,0.135,-0.045,151.46,-58.41,-239.76,94.44,-2.03,200.0,59.0,0.006,4.494
32.145,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.811,0.229,0.88,2.093,24.591,0.135,-0.068,106.26,-64.76,-243.22,37.42,-1.38,200.0,59.0,0.006,6.729
32.155,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.877,0.428,0.917,2.217,24.833,0.05,-0.165,-74.48,-140.32,-131.89,-193.22,-1.05,200.0,59.0,0.006,6.893
32.175,3.6,4.0,4.43,3.801,4.01,9.0,0.81,0.401,-0.219,0.552,1.252,21.226,0.127,-0.162,111.29,-186.33,-273.41,-31.55,-1.98,200.0,59.0,0.006,3.507
32.205,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.731,0.008,0.861,2.01,24.351,0.033,-0.032,-169.95,60.55,-31.36,-170.52,-1.92,200.0,59.0,0.006,6.561
32.235,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.425,-0.25,0.593,1.349,22.638,0.1,0.162,-216.68,356.87,-32.53,-57.97,-1.81,200.0,59.0,0.006,4.885
32.245,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.11,0.712,1.262,2.699,25.974,0.055,-0.052,-12.2,-28.77,-100.42,-51.12,-1.33,200.0,59.0,0.006,7.856
32.245,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.912,0.383,0.949,2.299,24.953,0.097,-0.133,112.17,-167.64,-219.33,-8.87,-1.6,200.0,59.0,0.006,7.055
32.245,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.667,-0.099,0.842,1.943,24.175,0.096,-0.161,152.08,-220.96,-236.88,3.98,-2.09,200.0,59.0,0.006,6.392
32.275,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.075,0.422,1.262,2.593,25.961,0.14,-0.007,44.39,43.95,-212.63,32.91,-2.71,200.0,59.0,0.006,7.856
32.295,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.96,0.465,1.003,2.399,25.098,0.274,-0.17,82.02,-105.75,-484.69,-63.63,-1.57,200.0,59.0,0.006,7.215
32.305,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.033,0.435,1.102,2.529,25.554,0.042,0.031,-57.63,88.41,-36.36,-24.79,-2.23,200.0,59.0,0.006,7.533
32.315,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.047,0.592,1.102,2.589,25.467,0.157,-0.02,205.56,-42.5,-271.06,160.11,-1.55,200.0,59.0,0.006,7.533
32.345,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.008,0.254,1.102,2.482,25.484,0.111,0.049,-42.82,139.67,-130.67,2.05,-3.49,200.0,59.0,0.006,7.533
32.375,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.656,-0.121,0.846,1.944,24.215,0.128,0.056,-122.41,194.83,-137.33,-61.03,-2.27,200.0,59.0,0.006,6.392
32.395,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.034,0.445,1.102,2.532,25.522,0.121,0.055,95.82,85.43,-166.52,125.81,-2.18,200.0,59.0,0.006,7.533
32.475,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.464,-0.259,0.644,1.481,23.059,0.204,-0.11,6.7,-32.63,-345.24,-81.56,-1.72,200.0,59.0,0.006,5.275
32.495,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.079,0.473,1.262,2.619,25.881,0.21,-0.054,294.68,-99.26,-380.99,209.44,-2.39,200.0,59.0,0.006,7.856
32.515,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.066,0.525,1.182,2.617,25.754,0.192,-0.109,103.18,-83.85,-345.97,1.93,-1.97,200.0,59.0,0.006,7.693
32.515,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.893,0.22,0.96,2.265,24.973,0.154,-0.014,227.48,-46.89,-269.49,183.52,-2.34,200.0,59.0,0.006,7.055
32.555,4.6,5.0,4.58,3.803,4.39,9.0,0.77,0.405,-0.219,0.547,1.229,22.155,0.048,0.094,-50.81,166.94,-18.35,31.21,-1.52,200.0,59.0,0.006,4.494
32.565,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.073,0.598,1.182,2.634,25.707,0.046,0.035,-155.43,143.06,-23.74,-105.44,-1.66,200.0,59.0,0.006,7.693
32.595,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.501,-0.273,0.71,1.594,23.305,0.133,0.032,37.87,91.22,-185.53,57.56,-2.01,200.0,59.0,0.006,5.664
32.615,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.049,0.607,1.102,2.594,25.625,0.164,-0.016,-36.65,84.9,-238.2,-43.77,-1.49,200.0,59.0,0.006,7.533
32.635,5.2,5.0,4.82,3.786,4.54,9.0,0.74,0.455,-0.222,0.611,1.396,22.796,0.205,-0.036,50.58,39.32,-322.97,14.84,-1.38,200.0,59.0,0.006,5.08
32.655,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.383,-0.219,0.516,1.148,21.864,0.073,-0.026,142.61,-62.51,-143.29,101.63,-1.81,200.0,59.0,0.006,4.102
32.665,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.554,-0.189,0.741,1.659,23.511,0.158,-0.03,179.81,-40.29,-275.0,130.51,-1.56,200.0,59.0,0.006,5.856
32.695,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.82,0.284,0.88,2.101,24.675,0.148,0.064,32.69,142.79,-191.51,79.41,-1.18,200.0,59.0,0.006,6.729
32.705,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.679,-0.065,0.838,1.943,24.164,0.161,0.038,-82.76,172.82,-202.44,-40.57,-1.88,200.0,59.0,0.006,6.392
32.705,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.437,-0.219,0.587,1.339,22.516,0.113,-0.124,-55.68,-67.93,-210.85,-146.64,-1.39,200.0,59.0,0.006,4.885
32.715,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.789,0.093,0.885,2.08,24.662,0.202,-0.09,77.24,-42.26,-348.68,-5.41,-1.94,200.0,59.0,0.006,6.729
32.715,4.0,5.0,4.48,3.812,4.21,9.0,0.8,0.4,-0.15,0.509,1.111,21.659,0.047,-0.165,63.72,-211.72,-154.14,-76.88,-0.95,200.0,59.0,0.006,3.905
32.725,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.708,0.045,0.83,1.944,24.245,0.173,-0.184,82.97,-178.71,-350.82,-76.2,-1.33,200.0,59.0,0.006,6.392
32.775,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.786,0.077,0.886,2.079,24.658,0.118,-0.103,278.73,-201.23,-268.31,156.42,-2.01,200.0,59.0,0.006,6.729
32.815,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.651,-0.063,0.806,1.852,23.956,0.079,-0.205,95.57,-260.38,-225.85,-81.94,-1.51,200.0,59.0,0.006,6.219
32.815,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.595,-0.141,0.778,1.752,23.694,0.058,-0.127,242.79,-245.62,-185.37,106.47,-1.56,200.0,59.0,0.006,6.042
32.865,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.036,0.468,1.102,2.539,25.586,0.205,-0.18,-14.6,-109.74,-379.48,-156.98,-2.07,200.0,59.0,0.006,7.533
32.875,4.8,5.0,4.65,3.798,4.45,9.0,0.76,0.438,-0.169,0.564,1.261,22.383,0.199,-0.06,101.76,-18.05,-336.51,39.37,-0.96,200.0,59.0,0.006,4.69
32.885,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.056,0.432,1.182,2.569,25.788,0.101,-0.269,334.17,-445.7,-330.11,70.35,-2.43,200.0,59.0,0.006,7.693
32.895,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.915,0.411,0.947,2.305,24.941,0.171,0.123,-86.7,287.62,-178.96,24.47,-1.49,200.0,59.0,0.006,7.055
33.025,5.2,5.0,4.82,3.786,4.54,9.0,0.74,0.432,-0.282,0.617,1.416,22.754,0.093,-0.102,150.97,-152.06,-209.7,47.18,-2.26,200.0,59.0,0.006,5.08
33.035,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.604,-0.187,0.822,1.862,24.075,0.125,-0.078,144.71,-101.16,-244.66,61.42,-2.43,200.0,59.0,0.006,6.219
33.055,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.947,0.324,1.009,2.361,25.22,0.142,-0.038,47.57,5.11,-235.13,10.06,-2.18,200.0,59.0,0.006,7.215
33.085,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.507,-0.256,0.709,1.589,23.482,0.227,-0.029,19.14,76.43,-350.97,-6.64,-1.84,200.0,59.0,0.006,5.664
33.095,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.462,-0.263,0.644,1.481,22.916,0.11,-0.059,48.53,-38.91,-197.62,-5.96,-1.77,200.0,59.0,0.006,5.275
33.095,4.6,5.0,4.58,3.803,4.39,9.0,0.77,0.398,-0.26,0.555,1.247,22.171,0.17,-0.043,98.94,-11.58,-287.73,49.76,-2.41,200.0,59.0,0.006,4.494
33.115,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.451,-0.182,0.586,1.324,22.589,0.206,0.056,-6.5,183.93,-277.17,39.31,-1.04,200.0,59.0,0.006,4.885
33.125,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.575,-0.19,0.784,1.759,23.849,0.09,-0.103,156.41,-157.16,-207.4,51.12,-1.92,200.0,59.0,0.006,6.042
33.135,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.004,0.498,1.07,2.488,25.463,0.223,0.027,-74.22,189.66,-303.31,-41.83,-1.7,200.0,59.0,0.006,7.374
33.145,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.779,0.046,0.89,2.076,24.699,0.084,-0.155,202.64,-248.33,-231.29,48.66,-2.24,200.0,59.0,0.006,6.729
33.145,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.513,-0.294,0.751,1.685,23.545,0.032,-0.029,140.32,-87.29,-85.4,96.87,-2.94,200.0,59.0,0.006,5.856
33.155,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.381,-0.24,0.523,1.159,21.877,0.19,-0.069,45.83,-8.03,-319.99,-16.82,-2.39,200.0,59.0,0.006,4.102
33.155,4.0,5.0,4.48,3.812,4.21,9.0,0.8,0.379,-0.216,0.51,1.137,21.612,0.186,-0.044,-128.58,106.66,-272.7,-145.82,-1.91,200.0,59.0,0.006,3.905
33.205,7.8,5.0,6.46,3.662,4.82,9.0,0.53,0.981,0.294,1.077,2.427,25.463,0.068,-0.072,94.33,-99.67,-150.37,22.87,-2.71,200.0,59.0,0.006,7.374
33.235,5.6,5.0,5.05,3.77,4.61,9.0,0.7,0.481,-0.266,0.675,1.534,23.134,0.109,0.017,100.66,32.31,-171.47,100.44,-1.87,200.0,59.0,0.006,5.47
33.255,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.06,0.473,1.182,2.591,25.848,0.175,-0.125,157.87,-140.66,-345.21,33.81,-2.23,200.0,59.0,0.006,7.693
33.255,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.052,0.635,1.102,2.603,25.618,0.239,0.045,90.35,141.64,-349.01,113.66,-1.39,200.0,59.0,0.006,7.533
33.255,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.522,-0.218,0.707,1.577,23.421,0.16,-0.1,81.59,-80.85,-297.25,-11.56,-1.49,200.0,59.0,0.006,5.664
33.265,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.591,-0.151,0.779,1.753,23.861,0.123,-0.176,122.68,-217.16,-285.38,-38.14,-1.63,200.0,59.0,0.006,6.042
33.275,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.508,-0.255,0.709,1.588,23.445,0.161,-0.024,-81.91,95.41,-234.85,-89.96,-1.83,200.0,59.0,0.006,5.664
33.335,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.633,-0.115,0.812,1.856,23.937,0.171,-0.235,44.59,-227.78,-371.02,-152.83,-1.83,200.0,59.0,0.006,6.219
33.395,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.745,0.074,0.856,2.013,24.337,0.232,0.012,-119.95,199.35,-318.45,-92.82,-1.61,200.0,59.0,0.006,6.561
33.425,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.955,0.403,1.006,2.382,25.281,0.158,0.078,22.89,173.65,-203.29,82.97,-1.82,200.0,59.0,0.006,7.215
33.445,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.04,0.504,1.102,2.553,25.634,0.067,-0.297,116.19,-399.45,-258.02,-143.01,-1.91,200.0,59.0,0.006,7.533
33.455,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.075,0.614,1.182,2.638,25.834,0.197,0.035,-86.94,194.05,-261.42,-45.58,-1.6,200.0,59.0,0.006,7.693
33.515,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.607,-0.181,0.821,1.862,23.938,0.036,-0.052,68.81,-80.9,-89.67,16.17,-2.37,200.0,59.0,0.006,6.219
33.515,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.582,-0.173,0.782,1.756,23.736,0.176,-0.088,70.26,-50.73,-315.27,-11.47,-1.8,200.0,59.0,0.006,6.042
33.515,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.391,-0.191,0.515,1.137,21.895,0.194,-0.077,136.51,-59.1,-349.41,54.08,-1.36,200.0,59.0,0.006,4.102
33.525,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.7,0.124,0.808,1.851,24.083,0.138,-0.108,71.57,-98.11,-269.7,-27.32,-0.73,200.0,59.0,0.006,6.219
33.625,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.057,0.445,1.182,2.576,25.859,0.09,0.008,20.49,49.58,-134.74,24.21,-2.37,200.0,59.0,0.006,7.693
33.635,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.469,-0.25,0.643,1.478,23.086,0.063,-0.087,19.99,-86.25,-139.08,-53.96,-1.6,200.0,59.0,0.006,5.275
33.645,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.448,-0.293,0.644,1.492,23.081,0.097,-0.077,84.14,-86.36,-195.56,9.21,-2.28,200.0,59.0,0.006,5.275
33.645,5.2,5.0,4.82,3.786,4.54,9.0,0.74,0.452,-0.23,0.612,1.399,22.799,0.107,0.019,-65.71,115.38,-140.12,-40.31,-1.45,200.0,59.0,0.006,5.08
33.705,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.06,0.69,1.102,2.621,25.669,0.138,0.002,-24.91,90.47,-201.75,-19.44,-1.2,200.0,59.0,0.006,7.533
33.725,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.442,-0.062,0.51,1.092,21.789,0.101,0.025,126.58,26.47,-162.99,129.12,-0.27,200.0,59.0,0.006,4.102
33.775,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.04,0.502,1.102,2.552,25.636,0.172,-0.054,221.39,-82.44,-323.28,145.29,-1.92,200.0,59.0,0.006,7.533
33.805,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.065,0.521,1.182,2.616,25.773,0.145,0.035,-49.46,148.17,-193.45,-13.79,-1.99,200.0,59.0,0.006,7.693
33.805,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.032,0.424,1.102,2.525,25.589,0.182,0.037,-241.84,265.12,-214.41,-176.51,-2.29,200.0,59.0,0.006,7.533
33.815,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.047,0.589,1.102,2.588,25.691,0.037,-0.005,-75.2,49.98,-44.41,-68.64,-1.56,200.0,59.0,0.006,7.533
33.815,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.776,0.031,0.892,2.075,24.628,0.188,0.025,167.27,54.62,-300.72,164.18,-2.34,200.0,59.0,0.006,6.729
33.825,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.039,0.753,1.095,2.561,25.536,0.127,-0.006,-79.29,99.8,-180.87,-73.32,-0.82,200.0,59.0,0.006,7.374
